Bureau of Justice Statistics,,,,,,,,
Filename: p10at02.csv,,,,,,,,
"Appendix Table 2. Male prisoners under the jurisdiction of state and federal correctional authorities, by jurisdiction, December 31, 2000, 2009, and 2010",,,,,,,,
Report title: Prisoners in 2010 NCJ 236096,,,,,,,,
Data source(s): National Prisoner Statistics Program,,,,,,,,
"Author(s): Paul Guerino, Paige M. Harrison, and William J. Sabol",,,,,,,,
Refer questions to: askbjs@usdoj.gov or 202-307-0765 ,,,,,,,,
Date of version: 01/10/2012,,,,,,,,
,,,,,,,,
"Appendix Table 2. Male prisoners under the jurisdiction of state and federal correctional authorities, by jurisdiction, December 31, 2000, 2009, and 2010",,,,,,,,
,,Number of male prisoners,,,,,,
Region and jurisdiction,,2000,2009,2010,"Average annual change, 2000–2009",,"Percent change, 2009–2010",
U.S. total,,"1,298,027","1,504,533","1,499,062",1.7, % ,-0.4,%
,Federal/a,"135,171","194,493","196,222",4.1,,0.9,
,State,"1,162,856","1,310,040","1,302,840",1.3,,-0.5,
Northeast,,"165,744","168,074","165,100",0.2, % ,-1.8,%
,Connecticut/b,"16,949","18,381","18,075",0.9,,-1.7,
,Maine,"1,613","2,048","1,988",2.7,,-2.9,
,Massachusetts,"10,059","10,597","10,547",0.6,,-0.5,
,New Hampshire,"2,137","2,564","2,560",2,,-0.2,
,New Jersey,"28,134","24,176","23,871",-1.7,,-1.3,
,New York,"66,919","56,198","54,438",-1.9,,-3.1,
,Pennsylvania,"35,268","48,601","48,552",3.6,,-0.1,
,Rhode Island/b,"3,048","3,444","3,139",1.4,,-8.9,
,Vermont/b,"1,617","2,065","1,930",2.8,,-6.5,
Midwest,,"222,780","244,160","245,373",1, % ,0.5,%
,Illinois,"42,432","42,571","45,496",0,,6.9,
,Indiana,"18,673","26,302","25,522",3.9,,-3,
,Iowa,"7,363","8,090","8,675",1.1,,7.2,
,Kansas,"7,840","8,076","8,428",0.3,,4.4,
,Michigan,"45,587","43,723","42,244",-0.5,,-3.4,
,Minnesota,"5,870","9,312","9,158",5.3,,-1.7,
,Missouri,"25,550","28,136","28,163",1.1,,0.1,
,Nebraska,"3,629","4,108","4,176",1.4,,1.7,
,North Dakota,"1,008","1,312","1,308",3,,-0.3,
,Ohio,"43,025","47,617","47,720",1.1,,0.2,
,South Dakota,"2,416","3,054","3,023",2.6,,-1,
,Wisconsin,"19,387","21,859","21,460",1.3,,-1.8,
South,,"521,562","604,897","604,423",1.7, % ,-0.1,%
,Alabama,"24,506","29,419","29,261",2.1,,-0.5,
,Arkansas,"11,143","14,147","15,040",2.7,,6.3,
,Delaware/b,"6,324","6,301","6,134",0,,-2.7,
,District of Columbia,"7,100",~,~, ~ ,,~,
,Florida,"67,214","96,632","96,956",4.1,,0.3,
,Georgia,"41,474","53,168","52,087",2.8,,-2,
,Kentucky,"13,858","19,343","18,406",3.8,,-4.8,
,Louisiana,"32,988","37,164","37,037",1.3,,-0.3,
,Maryland,"22,319","21,206","21,686",-0.6,,2.3,
,Mississippi,"18,572","19,747","19,542",0.7,,-1,
,North Carolina,"29,363","37,721","37,297",2.8,,-1.1,
,Oklahoma,"20,787","23,772","23,703",1.5,,-0.3,
,South Carolina,"20,358","22,771","22,105",1.3,,-2.9,
,Tennessee,"20,797","24,956","25,345",2,,1.6,
,Texas,"153,097","157,679","159,298",0.3,,1,
,Virginia,"28,109","35,188","34,570",2.5,,-1.8,
,West Virginia,"3,553","5,683","5,956",5.4,,4.8,
West,,"252,770","292,909","287,944",1.7, % ,-1.7,%
,Alaska/b,"3,889","4,696","4,953",2.1,,5.5,
,Arizona/c,"24,546","36,850","36,444",4.6,,-1.1,
,California,"151,840","160,286","155,104",0.6,,-3.2,
,Colorado,"15,500","20,694","20,763",3.3,,0.3,
,Hawaii/b,"4,492","5,190","5,184",1.6,,-0.1,
,Idaho,"5,042","6,656","6,621",3.1,,-0.5,
,Montana,"2,799","3,214","3,291",1.5,,2.4,
,Nevada,"9,217","11,533","11,689",2.5,,1.4,
,New Mexico,"4,831","5,859","6,059",2.2,,3.4,
,Oregon,"9,984","13,278","12,948",3.2,,-2.5,
,Utah,"5,256","5,956","6,199",1.4,,4.1,
,Washington,"13,850","16,836","16,808",2.2,,-0.2,
,Wyoming,"1,524","1,861","1,881",2.2,,1.1,
"~Not applicable.  As of December 31, 2001, sentenced felons from the District of Columbia were the responsibility of the Federal Bureau of Prisons.",,,,,,,,
a/Includes juveniles held in contract facilities.,,,,,,,,
b/Prisons and jails form one integrated system. Data include total jail and prison populations.,,,,,,,,
c/Prison population based on custody counts.,,,,,,,,
"Source: BJS, National Prisoner Statistics Program.",,,,,,,,
